timestamp,rssi
1778654184.2789087,-52
1778654185.0048242,-52
1778654185.7223878,-52
1778654186.4272916,-52
1778654187.150615,-52
1778654187.8519168,-52
1778654188.577156,-52
1778654189.2915883,-52
1778654190.0006258,-52
1778654190.7143426,-52
1778654191.4128006,-52
1778654192.1451368,-52
1778654192.8446746,-52
1778654193.5387256,-52
1778654194.2529297,-50
1778654194.9525332,-50
1778654195.6848435,-50
1778654196.3841457,-50
1778654197.0860803,-50
1778654197.798129,-50
1778654198.4982793,-50
1778654199.2125657,-50
1778654199.909235,-50
1778654200.613885,-50
1778654201.3157501,-50
1778654202.0092287,-50
1778654202.7198448,-50
1778654203.4164927,-50
1778654204.127108,-50
1778654205.0207102,-50
1778654205.7384493,-50
1778654206.4416876,-50
1778654207.1552942,-50
1778654207.8554454,-50
1778654208.5528324,-50
1778654209.2707014,-50
1778654209.9722128,-53
1778654210.681383,-53
1778654211.376959,-53
1778654212.12259,-52
1778654212.8231087,-52
1778654213.5423052,-52
1778654214.266849,-53
1778654214.9614198,-53
1778654215.6804998,-53
1778654216.3836014,-52
1778654217.0809114,-52
1778654217.7965934,-52
1778654218.4928796,-52
1778654219.2117312,-52
1778654219.9105024,-52
1778654220.6229112,-52
1778654221.3972309,-52
1778654222.1424527,-52
1778654222.837276,-52
1778654223.535843,-52
1778654224.2531214,-52
1778654224.9504845,-52
1778654225.658079,-52
1778654226.3598537,-52
1778654227.0574508,-52
1778654227.7705152,-52
1778654228.4720337,-52
1778654229.184563,-52
1778654229.8802333,-52
1778654230.605733,-52
1778654231.3183856,-52
1778654232.0135493,-52
1778654232.7329664,-52
1778654233.4609842,-52
1778654234.1777506,-52
1778654234.877628,-52
1778654235.5787828,-52
1778654236.2941923,-52
1778654236.9900405,-52
1778654237.722891,-52
1778654238.4226234,-52
1778654239.1370149,-52
1778654239.8366804,-52
1778654240.5323722,-52
1778654241.2657955,-52
1778654241.9650748,-52
1778654242.7574496,-52
1778654243.4973993,-52
1778654244.233872,-52
1778654244.9919899,-52
1778654245.8241847,-52
1778654246.529327,-52
